FID,region,prefecture,commune,canton,operateur,operateur_unitaire,lon,lat
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b0d,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.472685,10.35881
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b0e,Savanes,Tône,Tône 1,Toaga,"Moov, Togocom",Moov,0.264845,10.886283
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b0e,Savanes,Tône,Tône 1,Toaga,"Moov, Togocom",Togocom,0.264845,10.886283
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b0f,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Moov,0.322366,10.91189
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b0f,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Togocom,0.322366,10.91189
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b10,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Moov,0.298085,10.975647
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b10,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Togocom,0.298085,10.975647
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b11,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Moov,0.298015,10.976142
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b11,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Togocom,0.298015,10.976142
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b12,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Moov,0.298847,10.976135
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b12,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Togocom,0.298847,10.976135
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b13,Savanes,Tône,Tône 4,Korbongou,Moov,Moov,0.299628,10.976395
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b14,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",Moov,0.303493,10.99711
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b14,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",Togocom,0.303493,10.99711
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b15,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",Moov,0.295032,11.04401
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b15,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",Togocom,0.295032,11.04401
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b16,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",Moov,0.294774,11.04471
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b16,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",Togocom,0.294774,11.04471
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b17,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Moov,0.00158,10.747785
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b17,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Togocom,0.00158,10.747785
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b18,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Moov,0.315311,10.913082
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b18,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Togocom,0.315311,10.913082
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b19,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Togocom,Togocom,0.002183,10.747611
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1a,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Moov,0.107485,10.95503
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1a,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Togocom,0.107485,10.95503
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1b,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Moov,0.107513,10.955033
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1b,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Togocom,0.107513,10.955033
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1c,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.476126,10.357293
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1d,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,Non renseigne,1.208221,6.157833
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1e,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,Non renseigne,1.208165,6.15706
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b1f,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,Non renseigne,1.208661,6.155994
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b20,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,Non renseigne,1.208482,6.154621
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b21,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.198955,6.22574
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b21,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.198955,6.22574
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b22,Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsp,Non renseigne,1.188003,6.195037
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b23,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,Non renseigne,1.203777,6.155878
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b24,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Moov,0.327291,10.99131
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b24,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Togocom,0.327291,10.99131
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b25,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Moov,0.327617,10.991642
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b25,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",Togocom,0.327617,10.991642
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b26,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Moov,0.061755,10.89387
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b26,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Togocom,0.061755,10.89387
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b27,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Moov,0.471767,10.742703
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b27,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Togocom,0.471767,10.742703
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b28,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Moov,0.470726,10.742887
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b28,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Togocom,0.470726,10.742887
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b29,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",Moov,0.025348,11.096416
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b29,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",Togocom,0.025348,11.096416
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2a,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.141673,10.539722
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2a,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.141673,10.539722
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2b,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",Moov,0.006539,11.105032
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2b,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",Togocom,0.006539,11.105032
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2c,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Moov,0.137726,10.910137
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2c,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Togocom,0.137726,10.910137
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2d,Savanes,Tône,Tône 2,Nanergou,Moov,Moov,0.137371,10.910496
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2e,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",Moov,0.03358,11.094226
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2e,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",Togocom,0.03358,11.094226
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2f,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.197132,10.512937
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b2f,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.197132,10.512937
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b30,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Moov,0.148908,10.913322
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b30,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Togocom,0.148908,10.913322
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b31,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Moov,0.148664,10.913554
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b31,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Togocom,0.148664,10.913554
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b32,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.206807,10.515457
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b32,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.206807,10.515457
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b33,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",Moov,0.466945,10.293353
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b33,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",Togocom,0.466945,10.293353
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b34,Savanes,Oti,Oti 2,Loko,Moov,Moov,0.217968,10.530748
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b35,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Moov,0.147739,10.91464
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b35,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",Togocom,0.147739,10.91464
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b36,Savanes,Tône,Tône 1,Natigou,"Moov, Togocom",Moov,0.261068,10.982168
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b36,Savanes,Tône,Tône 1,Natigou,"Moov, Togocom",Togocom,0.261068,10.982168
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b37,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",Moov,0.466797,10.293148
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b37,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",Togocom,0.466797,10.293148
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b38,Savanes,Oti,Oti 2,Loko,Moov,Moov,0.211163,10.519457
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b39,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",Moov,0.466535,10.293211
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b39,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",Togocom,0.466535,10.293211
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3a,Savanes,Tône,Tône 2,Naki-Ouest,Togocom,Togocom,0.134565,10.941388
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3b,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,Moov,0.16169,10.514635
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3c,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Moov,0.352049,10.589685
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3c,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Togocom,0.352049,10.589685
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3d,Savanes,Oti,Oti 2,Barkoissi,Moov,Moov,0.352142,10.589503
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3e,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.14668,10.524007
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3e,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.14668,10.524007
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3f,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,"Moov, Togocom",Moov,0.167597,11.070232
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b3f,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,"Moov, Togocom",Togocom,0.167597,11.070232
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b40,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Moov,0.308911,10.560566
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b40,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Togocom,0.308911,10.560566
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b41,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.143387,10.533802
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b41,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.143387,10.533802
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b42,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Moov,0.137032,10.950827
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b42,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",Togocom,0.137032,10.950827
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b43,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.142865,10.535597
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b43,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.142865,10.535597
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b44,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Moov,0.396893,10.610443
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b44,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Togocom,0.396893,10.610443
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b45,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",Moov,0.033185,10.766173
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b45,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",Togocom,0.033185,10.766173
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b46,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Moov,0.397057,10.60958
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b46,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Togocom,0.397057,10.60958
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b47,Savanes,Oti,Oti 2,Barkoissi,Moov,Moov,0.393861,10.608417
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b48,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Togocom,Togocom,0.167605,11.07017
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b49,Savanes,Oti,Oti 2,Barkoissi,Moov,Moov,0.394967,10.609836
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4a,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.475303,10.356765
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4b,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.171678,10.595858
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4b,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.171678,10.595858
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4c,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Togocom,Togocom,0.644075,10.383366
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4d,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Moov,0.171527,10.595538
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4d,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",Togocom,0.171527,10.595538
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4e,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,Moov,0.171152,10.595623
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4f,Savanes,Tandjoaré,Tandjoaré 1,Loko,"Moov, Togocom",Moov,0.249357,10.608062
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b4f,Savanes,Tandjoaré,Tandjoaré 1,Loko,"Moov, Togocom",Togocom,0.249357,10.608062
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b50,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,Moov,0.171783,10.596383
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b51,Savanes,Oti,Oti 2,Barkoissi,Moov,Moov,0.393255,10.608793
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b52,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Moov,0.393824,10.609538
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b52,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Togocom,0.393824,10.609538
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b53,Savanes,Oti,Oti 2,Tchanaga,"Moov, Togocom",Moov,0.491417,10.499074
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b53,Savanes,Oti,Oti 2,Tchanaga,"Moov, Togocom",Togocom,0.491417,10.499074
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b54,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.476997,10.361347
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b54,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.476997,10.361347
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b55,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.47148,10.359373
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b56,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.471965,10.359213
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b56,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.471965,10.359213
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b57,Savanes,Oti,Oti 2,Barkoissi,Togocom,Togocom,0.302819,10.556999
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b58,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.468995,10.361213
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b59,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.472143,10.357506
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b59,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.472143,10.357506
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5a,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.472057,10.359135
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5a,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.472057,10.359135
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5b,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Moov,0.303055,10.556781
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5b,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Togocom,0.303055,10.556781
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5c,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.472483,10.361231
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5c,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.472483,10.361231
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5d,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.474106,10.362252
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5e,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,Togocom,0.013006,11.1008
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5f,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Moov,0.303102,10.556741
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b5f,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",Togocom,0.303102,10.556741
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b60,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.478635,10.359569
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b60,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.478635,10.359569
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b61,Maritime,Zio,Zio 4,Gapé-Centre,Nsp,Non renseigne,1.103857,6.602667
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b62,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.473937,10.357932
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b62,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.473937,10.357932
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b63,Savanes,Tône,Tône 2,Namaré,Togocom,Togocom,0.130577,10.981163
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b64,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.47412,10.357772
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b64,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.47412,10.357772
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b65,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,Togocom,0.01292,11.108207
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b66,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.47395,10.372037
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b67,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.474218,10.360428
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b68,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",Moov,0.025211,10.798357
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b68,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",Togocom,0.025211,10.798357
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b69,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",Moov,0.025212,10.798388
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b69,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",Togocom,0.025212,10.798388
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6a,Savanes,Kpendjal,Kpendjal 2,Borgou,Nsp,Non renseigne,0.628512,10.778585
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6b,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.474277,10.360195
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6b,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.474277,10.360195
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6c,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Moov,0.473953,10.371695
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6c,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",Togocom,0.473953,10.371695
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6d,Savanes,Tône,Tône 3,Lotogou,Moov,Moov,0.02536,10.798325
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6e,Savanes,Tône,Tône 2,Namaré,Moov,Moov,0.130222,10.981188
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b6f,Savanes,Oti,Oti 1,Mango,Togocom,Togocom,0.474774,10.357402
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6b70,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",Moov,0.016212,11.106155
